CampaignID,Industry,Campaign Type,Spend,Displays,Clicks,Orders,Sales,CampaignDuration,CTR,CR,AOV,CPC,CPO,ROI
24,Industry B,Type B,13656.44,11001,1021,95,86369.03,96,0.09280974456867558,0.0930460333006856,909.1476842105263,13.375553379040158,143.752,6.324417637393053
180,Industry A,Type B,38198.89,59545,1236,254,19177.99,27,0.02075741036191116,0.20550161812297735,75.50389763779528,30.90525080906149,150.38933070866142,0.5020562115810172
39,Industry B,Type B,180760.22,177965,3148,308,250537.6,116,0.01768887140729919,0.09783989834815757,813.4337662337663,57.42065438373571,586.8838311688312,1.3860217696128052
488,Industry A,Type A,27074.54,28646,2172,214,24165.62,76,0.07582210430775675,0.09852670349907919,112.92345794392523,12.465257826887662,126.51654205607477,0.8925588394114913
439,Industry A,Type A,63078.31,55659,5324,1093,118099.58,120,0.0956538924522539,0.20529676934635613,108.05085086916743,11.8479169797145,57.71117108874657,1.8722692475432523
353,Industry A,Type A,70348.85,59526,6391,1872,143410.54,63,0.10736484897355777,0.2929119073697387,76.60819444444445,11.007487091222032,37.57951388888889,2.0385626772861247
342,Industry A,Type A,49092.07,34369,3371,911,111653.91,29,0.09808257441298845,0.27024621773954316,122.56192096597147,14.563058439632156,53.888111964873765,2.2743777151788467
139,Industry A,Type A,31023.1,18735,3313,530,95191.71,96,0.17683480117427275,0.15997585270147902,179.607,9.364050709326893,58.53415094339622,3.0684138593499686
13,Industry B,Type B,375492.7,225634,4852,481,360122.95,120,0.021503851369917653,0.09913437757625722,748.6963617463617,77.38926215993405,780.6501039501039,0.9590677794801337
429,Industry A,Type A,27811.21,44241,4511,887,169297.74,78,0.10196424131461766,0.1966304588782975,190.8655467869222,6.165198403901574,31.35423900789177,6.087392098366091
448,Industry A,Type A,51194.24,43606,4234,839,140763.73,21,0.0970967298078246,0.19815777042985355,167.77560190703218,12.0912234293812,61.01816448152562,2.7496009316673127
473,Industry A,Type B,64521.66,107529,2416,348,35661.55,36,0.022468357373359744,0.14403973509933773,102.4757183908046,26.70598509933775,185.40706896551725,0.5527066414596277
255,Industry A,Type B,54610.51,52049,373,52,7094.47,83,0.0071663240408077,0.13941018766756033,136.4321153846154,146.40887399463807,1050.2021153846154,0.12991034143427702
137,Industry A,Type B,4972.91,9622,555,134,14422.69,55,0.05768031594263147,0.24144144144144145,107.63201492537314,8.960198198198198,37.11126865671642,2.900251562968162
370,Industry A,Type A,5176.89,3052,453,101,11377.71,15,0.14842726081258192,0.2229580573951435,112.65059405940593,11.428013245033114,51.256336633663366,2.1977886337163817
228,Industry A,Type B,4025.9,6780,0,0,0.0,45,0.0,,,,,0.0
78,Industry B,Type B,343716.35,436876,8622,862,531224.64,29,0.01973557714317106,0.09997680352586406,616.2698839907192,39.865037114358614,398.7428654292343,1.545532064447909
338,Industry A,Type B,64296.38,115798,1916,353,35923.19,120,0.016546054335998893,0.18423799582463465,101.76541076487253,33.55760960334029,182.1427195467422,0.5587124811692354
308,Industry A,Type A,63470.46,61218,7008,927,121648.4,57,0.11447613447025384,0.13227739726027396,131.22804746494066,9.056857876712328,68.46867313915857,1.916614437645481
324,Industry A,Type A,32009.98,28998,2462,700,37647.06,81,0.08490240706255604,0.2843216896831844,53.78151428571428,13.00161657189277,45.728542857142855,1.1761038276187614
298,Industry A,Type B,41508.63,34466,664,154,9278.92,51,0.01926536296640167,0.2319277108433735,60.25272727272727,62.5129969879518,269.53655844155844,0.22354194778290684
125,Industry A,Type A,60501.76,49543,5359,789,75300.41,37,0.10816866156671982,0.14722896062698265,95.43778200253486,11.289748087329727,76.68157160963244,1.244598669526308
192,Industry A,Type A,10786.9,18443,1835,221,21958.4,39,0.09949574364257442,0.12043596730245232,99.35927601809955,5.87841961852861,48.80950226244344,2.0356543585274736
102,Industry B,Type A,22103.02,32172,3544,348,431399.67,41,0.11015790128061669,0.0981941309255079,1239.654224137931,6.236743792325057,63.514425287356325,19.51767993694979
381,Industry A,Type B,21172.25,31204,814,99,18398.75,6,0.02608639917959236,0.12162162162162163,185.84595959595958,26.010135135135137,213.86111111111111,0.8690030582484148
103,Industry B,Type B,263727.78,155089,2309,230,49181.17,104,0.014888225470536273,0.09961022087483759,213.83117391304347,114.21731485491556,1146.6425217391306,0.18648460166009054
81,Industry B,Type A,444362.27,662256,66151,6617,5367573.0,107,0.09988735473895291,0.10002872216595365,811.1792353030074,6.71739308551647,67.1546425872752,12.079272616912322
446,Industry A,Type B,70195.24,44168,763,73,4482.15,108,0.01727495019018294,0.09567496723460026,61.399315068493145,91.99900393184798,961.5786301369864,0.06385262020615642
295,Industry A,Type B,679.19,835,0,0,0.0,54,0.0,,,,,0.0
344,Industry A,Type A,500.0,572,22,7,1198.74,48,0.038461538461538464,0.3181818181818182,171.24857142857144,22.727272727272727,71.42857142857143,2.39748
164,Industry A,Type B,68836.64,91701,2362,369,41357.83,86,0.02575762532578707,0.15622353937341235,112.08084010840109,29.143370025402202,186.54915989159892,0.6008112830608816
393,Industry A,Type B,23245.33,37303,709,75,3322.51,101,0.019006514221376298,0.10578279266572638,44.300133333333335,32.786078984485194,309.93773333333337,0.14293236533961876
75,Industry B,Type B,379724.9,474597,9714,966,851802.84,88,0.02046789170601584,0.09944410129709698,881.7834782608695,39.090477661107684,393.0899585921325,2.2432103873093387
325,Industry A,Type B,9670.65,11992,0,0,0.0,70,0.0,,,,,0.0
20,Industry B,Type A,132585.72,186766,19032,1905,2607078.8,71,0.10190291594829894,0.10009457755359395,1368.5453018372702,6.966462799495586,69.5988031496063,19.66334534367653
360,Industry A,Type B,500.0,314,87,28,6251.0,117,0.2770700636942675,0.3218390804597701,223.25,5.747126436781609,17.857142857142858,12.502
53,Industry B,Type A,28139.83,23295,2318,228,272701.03,53,0.09950633183086499,0.09836065573770492,1196.0571491228072,12.13970232959448,123.42030701754386,9.690926704248035
111,Industry B,Type A,318509.23,219615,22469,2246,1408194.69,49,0.10231086219065182,0.09995994481285327,626.9789358860196,14.175496461791802,141.81176758682102,4.421205281868912
235,Industry A,Type A,41022.37,67473,6429,1739,160231.51,102,0.09528255746743142,0.27049307823922847,92.14002875215641,6.380832166744439,23.58963197239793,3.9059544828833634
265,Industry A,Type B,2822.51,4807,0,0,0.0,20,0.0,,,,,0.0
8,Industry B,Type B,395016.74,205227,4065,409,207858.65,120,0.019807335292139922,0.1006150061500615,508.21185819070905,97.1750897908979,965.8111002444988,0.5262021300666904
181,Industry A,Type B,69189.1,104900,1832,492,89280.69,68,0.017464251668255482,0.2685589519650655,181.46481707317074,37.766975982532756,140.62825203252035,1.290386636045273
76,Industry B,Type A,293601.74,304047,30735,3069,3710708.78,118,0.10108634520320871,0.09985358711566618,1209.093769957641,9.55268391085082,95.66690778755294,12.638578981173612
378,Industry A,Type B,54785.27,87404,1508,291,20477.21,22,0.017253214955837263,0.1929708222811671,70.36841924398625,36.329754641909815,188.2655326460481,0.373772183654475
262,Industry A,Type A,500.0,802,127,14,694.73,91,0.15835411471321695,0.11023622047244094,49.62357142857143,3.937007874015748,35.714285714285715,1.3894600000000001
130,Industry A,Type A,3389.82,4229,729,175,31409.9,15,0.17238117758335303,0.24005486968449932,179.48514285714288,4.649958847736626,19.3704,9.265949224442595
314,Industry A,Type A,24926.85,45873,4482,825,87030.12,109,0.09770453207769277,0.18406961178045517,105.49105454545455,5.561546184738956,30.214363636363636,3.491420696959303
21,Industry B,Type A,175409.17,153740,15647,1569,1632578.39,113,0.10177572525042279,0.100274813063207,1040.5215997450605,11.210402633092606,111.79679413639262,9.307257938681312
482,Industry A,Type A,65959.89,119791,11540,1858,205212.96,104,0.09633444916563014,0.1610051993067591,110.44831001076426,5.7157616984402075,35.50047900968784,3.111178020460616
411,Industry A,Type A,67641.62,121848,13239,2765,267776.47,99,0.108651762852078,0.2088526323740464,96.84501627486436,5.1092695822947345,24.46351537070524,3.958753057658879
471,Industry A,Type B,62866.71,95380,2457,304,16508.62,70,0.025760117425036696,0.12372812372812372,54.304671052631576,25.586776556776556,206.79838815789472,0.26259716788106136
322,Industry A,Type B,56446.58,35807,61,14,1977.02,43,0.0017035775127768314,0.22950819672131148,141.21571428571428,925.3537704918033,4031.8985714285714,0.03502461973781228
383,Industry A,Type A,62738.76,91758,9861,1407,242367.8,96,0.10746746877656445,0.14268329783997566,172.25856432125087,6.362312138728324,44.59044776119403,3.8631270366197863
479,Industry A,Type B,57899.19,108631,2982,337,18853.68,80,0.027450727692831696,0.1130114017437961,55.94563798219585,19.41622736418511,171.80768545994067,0.3256294259038857
49,Industry B,Type B,2887.84,4090,71,1,2.0,18,0.017359413202933986,0.014084507042253521,2.0,40.67380281690141,2887.84,0.0006925591445509446
185,Industry A,Type B,23130.03,20038,344,64,6370.32,30,0.017167381974248927,0.18604651162790697,99.53625,67.23845930232558,361.40671875,0.2754133911629168
361,Industry A,Type A,2735.83,5114,1007,179,20383.56,32,0.19691044192412985,0.17775571002979146,113.87463687150839,2.716812313803376,15.283966480446926,7.450594517934229
46,Industry B,Type A,240724.12,161029,16634,1658,1508734.35,100,0.10329816368480212,0.09967536371287725,909.9724668275031,14.471811951424792,145.18945717732208,6.267483083955193
29,Industry B,Type B,168653.85,302641,5576,552,542485.09,118,0.01842446991650173,0.09899569583931134,982.7628442028985,30.246386298421807,305.53233695652176,3.216559183202755
490,Industry A,Type A,2888.68,2719,0,0,0.0,112,0.0,,,,,0.0
249,Industry A,Type A,55807.59,41672,4416,637,73989.94,84,0.10597043578421962,0.1442481884057971,116.1537519623234,12.637588315217391,87.61003139717425,1.3258042499237113
297,Industry A,Type B,8255.95,13591,340,76,12568.67,88,0.02501655507321021,0.2235294117647059,165.37723684210528,24.282205882352944,108.63092105263159,1.5223771946293279
2,Industry B,Type B,178837.28,251954,4946,496,656816.53,62,0.01963056748454083,0.10028305701577032,1324.226875,36.15796198948645,360.5590322580645,3.6727047626758806
318,Industry A,Type B,63593.0,102193,1475,371,72854.53,88,0.014433473917000186,0.25152542372881354,196.37339622641508,43.113898305084746,171.40970350404314,1.1456375701728176
453,Industry A,Type B,68940.94,106743,2811,361,31549.55,72,0.026334279531210477,0.12842404838135896,87.39487534626039,24.52541444325863,190.9721329639889,0.45763156115945036
284,Industry A,Type B,7840.04,6236,0,0,0.0,66,0.0,,,,,0.0
187,Industry A,Type A,69154.48,109240,11316,3168,330927.79,81,0.10358842914683267,0.2799575821845175,104.45952967171716,6.111212442559208,21.829065656565657,4.785341311220908
220,Industry A,Type A,2510.88,4080,249,71,10978.99,60,0.06102941176470588,0.285140562248996,154.63366197183097,10.083855421686748,35.36450704225352,4.372566590199452
19,Industry B,Type A,124562.22,94049,10055,1006,556668.7,54,0.10691235419834341,0.10004972650422675,553.3486083499006,12.388087518647438,123.8193041749503,4.469001114463117
451,Industry A,Type B,500.0,841,352,67,11974.83,119,0.41854934601664684,0.1903409090909091,178.72880597014924,1.4204545454545454,7.462686567164179,23.94966
155,Industry A,Type B,6065.16,7637,0,0,0.0,27,0.0,,,,,0.0
71,Industry B,Type B,159139.93,132569,2905,292,376713.68,120,0.02191311694287503,0.10051635111876076,1290.1153424657534,54.78138726333907,544.9997602739726,2.367185155856233
36,Industry B,Type A,143829.13,240857,24063,2402,429693.52,120,0.09990575320625932,0.09982130241449529,178.88989175686928,5.977190292149774,59.878905079100754,2.9875277699308898
373,Industry A,Type B,32418.39,60689,971,162,17462.66,60,0.01599960454118539,0.16683831101956745,107.7941975308642,33.386601441812566,200.1135185185185,0.5386652452512293
287,Industry A,Type A,61516.65,58983,6768,1651,91360.2,120,0.11474492650424699,0.2439420803782506,55.33628104179285,9.089339539007092,37.26023622047244,1.4851296356352304
72,Industry B,Type A,418242.3,374584,38060,3802,530759.04,89,0.10160604830959144,0.09989490278507619,139.59995791688587,10.98902522333158,110.00586533403471,1.269022860671912
156,Industry A,Type B,62715.04,65855,694,171,9612.59,110,0.010538303849366031,0.24639769452449567,56.21397660818714,90.36749279538905,366.75461988304096,0.15327407907257973
178,Industry A,Type B,76978.09,106237,1892,330,38170.63,104,0.017809237836158776,0.1744186046511628,115.66857575757575,40.686094080338265,233.2669393939394,0.4958635632554666
330,Industry A,Type B,27049.58,51602,1612,322,20136.31,46,0.031239099259718614,0.19975186104218362,62.53512422360249,16.7801364764268,84.00490683229815,0.7444222793847446
184,Industry A,Type B,47406.73,94229,1888,276,26480.73,86,0.020036294558999884,0.1461864406779661,95.94467391304347,25.1094968220339,171.76351449275364,0.5585858801060524
92,Industry B,Type B,166067.57,183941,3300,335,220087.62,120,0.017940535280334454,0.10151515151515152,656.9779701492537,50.323506060606064,495.7240895522388,1.3252895794163784
462,Industry A,Type A,9971.32,8794,889,187,34152.67,106,0.10109165340004549,0.21034870641169853,182.63459893048127,11.216332958380201,53.322566844919784,3.4250901585747924
32,Industry B,Type A,93511.73,111440,11315,1130,398860.43,84,0.10153445800430726,0.09986743261157756,352.9738318584071,8.264403888643393,82.75374336283186,4.2653518440948535
250,Industry A,Type B,15576.84,24506,87,27,4617.29,34,0.003550150983432629,0.3103448275862069,171.01074074074074,179.0441379310345,576.92,0.2964201981916743
386,Industry A,Type B,15666.97,30956,806,154,8552.83,26,0.0260369556790283,0.19106699751861042,55.53785714285714,19.437928039702232,101.73357142857142,0.5459147493101729
427,Industry A,Type A,33782.62,62919,6449,1333,259720.04,79,0.10249686104356395,0.2066987129787564,194.83873968492122,5.2384276632035975,25.343300825206303,7.687978019466814
16,Industry B,Type A,367792.64,629508,63165,6307,6388544.2,120,0.10034026573133305,0.09984960025330483,1012.9291580783257,5.822728409720574,58.3149896939908,17.369962052530468
182,Industry A,Type A,49278.64,75395,8102,1424,92601.44,79,0.10746070694343127,0.17575907183411504,65.02910112359551,6.082280918291779,34.60578651685393,1.8791395217075797
359,Industry A,Type B,5995.57,4146,570,125,22661.01,20,0.13748191027496381,0.21929824561403508,181.28807999999998,10.518543859649123,47.96456,3.7796256235854138
291,Industry A,Type B,63838.03,114491,2997,467,47569.9,93,0.026176730048650114,0.1558224891558225,101.8627408993576,21.300643977310642,136.69813704496786,0.7451655384729134
354,Industry A,Type A,43621.23,71654,7554,1624,196814.76,12,0.10542328411533201,0.2149854381784485,121.19135467980296,5.774586973788722,26.86036330049261,4.511903034371108
340,Industry A,Type B,32254.31,37722,560,162,13055.56,68,0.014845448279518583,0.2892857142857143,80.58987654320987,57.596982142857144,199.1006790123457,0.40476947111874345
30,Industry B,Type A,258739.31,396680,39337,3933,4411191.33,45,0.09916557426641122,0.0999822050486819,1121.5843707093823,6.5775048936116125,65.78675565725909,17.048786788524712
484,Industry A,Type B,18861.67,37232,924,135,19212.69,27,0.02481736140954018,0.1461038961038961,142.31622222222222,20.413062770562767,139.71607407407407,1.018610229104846
68,Industry B,Type A,168087.59,269303,28091,2802,4127852.78,88,0.10431001511308823,0.09974725000889965,1473.180863668808,5.983681250222491,59.98843326195574,24.557748611899306
246,Industry A,Type B,1493.13,2152,899,160,10990.49,83,0.41775092936802977,0.17797552836484984,68.6905625,1.6608787541713015,9.332062500000001,7.360705363899995
122,Industry A,Type B,36927.92,35084,875,230,14065.58,111,0.024940143655227454,0.26285714285714284,61.15469565217391,42.203337142857144,160.55617391304347,0.3808928312236379
475,Industry A,Type B,40225.17,37951,1074,181,28943.0,38,0.028299649548101498,0.1685288640595903,159.9060773480663,37.45360335195531,222.2385082872928,0.719524616055072
124,Industry A,Type A,48195.55,56256,4176,1200,62435.58,120,0.07423208191126279,0.28735632183908044,52.029650000000004,11.541079980842913,40.162958333333336,1.2954635853310108
294,Industry A,Type A,22632.27,41273,3549,589,119216.2,120,0.08598841857873187,0.1659622428853198,202.4044142614601,6.377083685545224,38.42490662139219,5.267531714671131
132,Industry A,Type A,29435.15,42953,4838,829,142653.62,16,0.11263474029753451,0.17135179826374536,172.07915560916766,6.084156676312526,35.50681544028951,4.846369731426543
282,Industry A,Type B,76191.8,71704,1592,416,21278.82,54,0.022202387593439697,0.2613065326633166,51.151009615384616,47.85917085427136,183.1533653846154,0.2792796600159072
115,Industry B,Type B,353142.77,489279,9121,909,1164753.23,26,0.018641715667339083,0.09966012498629537,1281.3566886688668,38.71754961078829,388.49589658965897,3.298250251590879
153,Industry A,Type A,60490.85,114285,11876,1261,156844.88,38,0.10391564947280921,0.10618053216571235,124.38134813639968,5.093537386325362,47.970539254559874,2.5928695000979487
179,Industry A,Type B,39416.23,64027,1209,275,32863.9,65,0.018882658878285722,0.22746071133167908,119.50509090909091,32.60234077750207,143.33174545454546,0.8337656848460646
14,Industry B,Type A,485147.54,435575,43179,4316,4693378.23,111,0.09913103369109798,0.09995599712823364,1087.4370319740501,11.235728942309919,112.4067516218721,9.674125586620518
146,Industry A,Type B,62104.24,120166,2717,756,86057.76,45,0.022610388961935988,0.2782480677217519,113.83301587301587,22.857651821862348,82.1484656084656,1.3856986254078627
277,Industry A,Type A,4064.33,2142,0,0,0.0,94,0.0,,,,,0.0
331,Industry A,Type B,69945.29,57232,1307,285,53071.8,17,0.022836874475817726,0.2180566182096404,186.21684210526317,53.515906656465184,245.42207017543856,0.7587615978145206
17,Industry B,Type A,433210.61,344740,35184,3524,4143959.65,115,0.10205952311887219,0.10015916325602546,1175.9249858115777,12.312716291496134,122.93150113507377,9.565692885499734
5,Industry B,Type B,416706.0,364471,7715,769,688376.49,84,0.021167664917099028,0.09967595593000649,895.1579843953186,54.01244329228775,541.8803641092328,1.6519476321435256
257,Industry A,Type B,38423.01,26557,1492,150,24840.62,100,0.05618104454569417,0.10053619302949061,165.60413333333332,25.752687667560323,256.15340000000003,0.6465037486651878
94,Industry B,Type A,179734.0,246338,24173,2414,2554251.46,85,0.09812939944304168,0.09986348405245522,1058.0991963545982,7.435320398792041,74.45484672742336,14.211287013030367
25,Industry B,Type B,94832.72,143067,4025,403,166385.12,85,0.028133671636366177,0.10012422360248448,412.8663027295285,23.560924223602484,235.31692307692308,1.7545117339247467
413,Industry A,Type A,24879.97,37185,3838,727,97215.99,86,0.10321366142261665,0.18942157373632101,133.72213204951856,6.4825351745700885,34.22279229711142,3.907399807957968
341,Industry A,Type B,59534.08,61362,1188,285,17932.0,21,0.019360516280434146,0.2398989898989899,62.91929824561404,50.112861952861955,208.89150877192984,0.30120562877598844
491,Industry A,Type A,81100.19,87371,9327,1352,184742.06,63,0.1067516681736503,0.14495550552160394,136.64353550295857,8.69520639005039,59.985347633136094,2.27794854734619
302,Industry A,Type B,19210.94,35210,62,21,1553.39,119,0.001760863391082079,0.3387096774193548,73.97095238095238,309.8538709677419,914.8066666666666,0.0808596560085035
205,Industry A,Type B,76226.6,118985,2389,454,36805.67,33,0.020078161112745303,0.1900376726663876,81.06975770925109,31.907325240686482,167.9,0.48284548963222806
222,Industry A,Type A,47451.22,36665,3701,900,101689.23,20,0.10094095186144825,0.2431775195893002,112.98803333333333,12.821188867873548,52.72357777777778,2.1430266703364
328,Industry A,Type A,1741.13,3355,616,97,8406.22,21,0.18360655737704917,0.15746753246753248,86.6620618556701,2.8265097402597403,17.94979381443299,4.828025477707006
367,Industry A,Type B,47426.0,43542,960,143,11816.04,69,0.02204767810389968,0.14895833333333333,82.62965034965036,49.40208333333333,331.65034965034965,0.24914688145742844
242,Industry A,Type A,81118.49,130442,13171,2927,379952.82,86,0.10097207954493184,0.2222306582643687,129.80964127092585,6.158871004479539,27.71386744106594,4.683923726883969
351,Industry A,Type A,41987.91,42897,4118,487,33356.97,46,0.0959973890948085,0.11826129188926664,68.49480492813142,10.196189898008743,86.21747433264888,0.7944422573069247
35,Industry B,Type A,402192.81,642263,64958,6492,3581714.76,88,0.10113925292286804,0.09994150066196619,551.7120702402957,6.191582407093814,61.95206561922366,8.905466907774905
422,Industry A,Type B,9304.27,18055,1014,209,34818.06,84,0.056161728053170865,0.20611439842209073,166.5935885167464,9.175808678500987,44.51803827751196,3.742159245163779
394,Industry A,Type A,18915.82,21889,1217,301,17882.78,65,0.05559870254465713,0.24732949876746096,59.41122923588039,15.542990961380443,62.84325581395349,0.94538751161726
495,Industry A,Type A,15207.5,19996,2148,336,25741.41,70,0.10742148429685937,0.1564245810055866,76.61133928571428,7.079841713221602,45.260416666666664,1.6926786125267137
57,Industry B,Type A,462846.96,553712,55610,5556,473840.1,103,0.10043127113011818,0.09991008811364863,85.28439524838012,8.323088653119942,83.30578833693305,1.023751133636051
50,Industry B,Type B,57062.83,91989,2451,242,244238.41,113,0.026644490102077423,0.09873521011831905,1009.2496280991736,23.281448388412894,235.7968181818182,4.280166441096594
388,Industry A,Type A,82964.59,82848,8245,1551,266920.79,55,0.0995196021629973,0.18811400848999393,172.09593165699548,10.06241237113402,53.491031592520955,3.2172857118922664
397,Industry A,Type B,19078.89,17070,0,0,0.0,67,0.0,,,,,0.0
59,Industry B,Type B,194636.85,267434,5446,552,661937.71,100,0.020363902869493033,0.10135879544619905,1199.162518115942,35.73941424899009,352.6029891304348,3.40088585486253
106,Industry B,Type A,429529.89,384868,38694,3868,4544140.73,120,0.10053836640094786,0.09996381867989869,1174.8037047569806,11.100684602263918,111.04702430196484,10.579335305396325
12,Industry B,Type B,71352.25,52378,574,50,46448.32,107,0.010958799495971592,0.08710801393728224,928.9664,124.30705574912892,1427.045,0.6509720436286172
432,Industry A,Type A,46109.1,90284,8576,2211,440814.65,55,0.09498914536351956,0.2578125,199.37342831298056,5.376527518656716,20.854409769335142,9.560252748372882
58,Industry B,Type B,194093.37,355398,6258,621,895476.52,120,0.01760842773453987,0.09923298178331735,1441.9911755233495,31.01523969319271,312.54971014492753,4.613637858933564
447,Industry A,Type A,46256.66,86861,8021,1235,179438.31,66,0.09234293871818192,0.1539708265802269,145.2941781376518,5.76694427128787,37.454785425101214,3.8791886400790716
241,Industry A,Type A,41853.78,70280,7688,1139,186659.77,39,0.10939100739897553,0.14815296566077002,163.88039508340648,5.444040062434963,36.746075504828795,4.459806736691405
148,Industry A,Type B,41926.97,44266,1660,434,50779.91,9,0.03750056476754168,0.26144578313253014,117.004400921659,25.257210843373496,96.60592165898618,1.2111514378453774
119,Industry A,Type B,69660.26,50283,1690,351,34595.72,91,0.03360976870910646,0.2076923076923077,98.56330484330485,41.21908875739645,198.46227920227918,0.49663495370244104
435,Industry A,Type B,49427.74,94939,2206,606,89588.09,63,0.023235972571861933,0.2747053490480508,147.8351320132013,22.40604714415231,81.56392739273927,1.8125062970712398
296,Industry A,Type A,45228.16,41846,3421,395,74611.51,106,0.08175213879462792,0.11546331482022801,188.8898987341772,13.220742472961124,114.50167088607596,1.6496693652803915
281,Industry A,Type B,82338.39,94761,1619,196,21230.39,19,0.01708508774706894,0.12106238418777023,108.3183163265306,50.85756022235948,420.09382653061226,0.25784315190034685
409,Industry A,Type B,7859.85,13142,166,24,4006.34,39,0.012631258560340891,0.14457831325301204,166.93083333333334,47.348493975903615,327.49375000000003,0.5097221957162033
444,Industry A,Type B,12551.75,23320,0,0,0.0,100,0.0,,,,,0.0
377,Industry A,Type A,21282.07,37947,3968,1011,191604.82,116,0.1045668959338024,0.2547883064516129,189.52009891196835,5.363424899193548,21.05051434223541,9.003110129794706
100,Industry B,Type B,31409.9,34070,252,22,5799.98,94,0.0073965365424126794,0.0873015873015873,263.63545454545454,124.64246031746032,1427.7227272727273,0.18465451975332617
350,Industry A,Type B,33082.0,64528,1735,263,29754.24,76,0.026887552690304985,0.1515850144092219,113.13399239543728,19.06743515850144,125.787072243346,0.8994087419140319
108,Industry B,Type B,371621.71,472995,9780,978,636194.4,120,0.020676751339866174,0.1,650.5055214723926,37.99812985685072,379.98129856850716,1.7119408874147852
117,Industry A,Type A,34984.8,66113,6235,1201,214865.78,86,0.09430822984889507,0.1926222935044106,178.9057285595337,5.611034482758622,29.129725228975857,6.141689533740367
11,Industry B,Type A,221609.43,280977,27474,2748,1101246.99,120,0.09778024535816099,0.10002183882943874,400.7449017467249,8.066150906311421,80.64389737991266,4.969314663189198
